690150,"TWENTYNINE PALMS",CA,-8.0,34.300,-116.167,626
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
03/11/2001,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,8,E,9,13.0,A,7,-1.0,A,7,38,A,7,950,A,7,290,A,7,5.7,A,7,11200,A,7,77777,A,7,1.0,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/11/2001,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,9,E,9,13.0,A,7,4.0,A,7,54,A,7,952,A,7,340,A,7,7.7,A,7,11200,A,7,6096,A,7,1.0,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/11/2001,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,9,E,9,10.0,A,7,3.0,A,7,62,A,7,952,A,7,360,A,7,6.2,A,7,11200,A,7,2134,A,7,0.9,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/11/2001,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,E,9,9,E,9,10.0,A,7,2.0,A,7,57,A,7,953,A,7,330,A,7,4.6,A,7,11200,A,7,2134,A,7,1.0,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/11/2001,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,9.0,A,7,2.0,A,7,61,A,7,953,A,7,350,A,7,3.1,A,7,11200,A,7,1829,A,7,1.0,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,A,7,8,E,9,9.0,A,7,2.0,A,7,61,A,7,953,A,7,290,A,7,2.6,A,7,11200,A,7,2134,A,7,1.0,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,A,7,7,E,9,9.0,A,7,3.0,A,7,66,A,7,953,A,7,280,A,7,3.1,A,7,11200,A,7,2438,A,7,1.1,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,9,A,7,8,E,9,8.0,A,7,4.0,A,7,76,A,7,953,A,7,50,A,7,2.6,A,7,11200,A,7,2134,A,7,1.1,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,8,E,9,8.0,A,7,4.0,A,7,76,A,7,953,A,7,0,A,7,0.0,A,7,11200,A,7,2743,A,7,1.1,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,8,E,9,8.0,A,7,4.0,A,7,76,A,7,954,A,7,0,A,7,0.0,A,7,11200,A,7,2743,A,7,1.2,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,B,8,8,B,8,7.4,B,8,3.8,B,8,78,A,7,955,B,8,330,B,8,1.6,B,8,-9900,?,0,2134,B,8,1.2,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,07:00,138,1373,23,2,8,8,2,15,22,2,8,2500,2,8,500,2,15,2500,2,8,570,2,19,8,E,9,8,E,9,8.0,A,7,4.0,A,7,76,A,7,956,A,7,290,A,7,3.1,A,7,11200,A,7,1524,A,7,1.2,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,08:00,420,1385,251,2,8,518,2,15,93,2,8,25500,2,8,45200,2,15,11700,2,8,1660,2,19,5,E,9,5,E,9,10.0,A,7,2.0,A,7,57,A,7,957,A,7,300,A,7,2.1,A,7,11200,A,7,77777,A,7,1.3,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,09:00,674,1385,464,2,8,770,2,15,89,2,8,48300,2,8,75100,2,15,11700,2,8,1850,2,19,3,E,9,3,E,9,11.0,A,7,1.0,A,7,50,A,7,957,A,7,340,A,7,2.6,A,7,11200,A,7,77777,A,7,1.3,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,10:00,879,1385,641,2,8,858,2,15,95,2,8,66500,2,8,85000,2,15,12400,2,8,2080,2,19,3,E,9,3,E,9,12.0,A,7,1.0,A,7,47,A,7,957,A,7,10,A,7,2.6,A,7,11200,A,7,77777,A,7,1.3,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,11:00,1021,1385,763,2,8,921,2,15,82,2,8,79600,2,8,92100,2,15,11500,2,8,2410,2,19,4,E,9,4,E,9,13.0,A,7,-1.0,A,7,38,A,7,958,A,7,0,A,7,0.0,A,7,11200,A,7,77777,A,7,1.3,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,12:00,1091,1385,822,2,8,875,2,15,131,2,8,87600,2,8,88600,2,15,17600,2,8,4370,2,19,4,E,9,4,E,9,14.0,A,7,0.0,A,7,38,A,7,957,A,7,0,A,7,0.0,A,7,11200,A,7,77777,A,7,1.3,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,13:00,1084,1385,784,2,8,761,2,15,187,2,8,83500,2,8,77700,2,15,22500,2,8,6400,2,19,4,E,9,4,E,9,14.0,A,7,1.0,A,7,41,A,7,956,A,7,320,A,7,2.1,A,7,11200,A,7,77777,A,7,1.4,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,14:00,1000,1385,708,2,8,714,2,15,191,2,8,74600,2,8,72300,2,15,22200,2,8,5550,2,19,4,E,9,4,E,9,15.0,A,7,1.0,A,7,39,A,7,956,A,7,300,A,7,2.1,A,7,11200,A,7,77777,A,7,1.4,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,15:00,846,1385,592,2,8,683,2,15,174,2,8,61600,2,8,68100,2,15,19900,2,8,4080,2,19,4,E,9,4,E,9,16.0,A,7,1.0,A,7,36,A,7,956,A,7,240,A,7,1.5,A,7,11200,A,7,77777,A,7,1.4,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,16:00,631,1385,397,2,8,441,2,15,195,2,8,40700,2,8,43300,2,15,21000,2,8,4090,2,19,4,E,9,4,E,9,17.0,A,7,0.0,A,7,32,A,7,957,A,7,120,A,7,2.1,A,7,11200,A,7,77777,A,7,1.4,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,17:00,370,1385,274,2,8,562,2,15,123,2,8,27600,2,8,47400,2,15,14900,2,8,2380,2,19,3,E,9,3,E,9,16.0,A,7,1.0,A,7,36,A,7,956,A,7,0,A,7,0.0,A,7,11200,A,7,77777,A,7,1.4,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,18:00,92,1119,26,2,8,230,2,15,12,2,8,3400,2,8,13900,2,15,2200,2,8,280,2,19,3,E,9,3,E,9,16.0,A,7,1.0,A,7,36,A,7,957,A,7,0,A,7,0.0,A,7,11200,A,7,77777,A,7,1.4,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,3,E,9,13.0,A,7,0.0,A,7,41,A,7,956,A,7,200,A,7,2.6,A,7,11200,A,7,77777,A,7,1.5,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,3,E,9,12.0,A,7,1.0,A,7,47,A,7,956,A,7,0,A,7,0.0,A,7,11200,A,7,77777,A,7,1.5,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,12.0,A,7,3.0,A,7,54,A,7,957,A,7,260,A,7,3.6,A,7,11200,A,7,77777,A,7,1.5,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,11.0,A,7,-1.0,A,7,43,A,7,957,A,7,280,A,7,4.1,A,7,11200,A,7,77777,A,7,1.5,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,9.0,A,7,0.0,A,7,53,A,7,956,A,7,350,A,7,2.1,A,7,11200,A,7,77777,A,7,1.5,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/12/2001,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,9.0,A,7,0.0,A,7,53,A,7,956,A,7,300,A,7,2.1,A,7,11200,A,7,77777,A,7,1.4,E,8,0.055,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,A,7,0,E,9,10.0,A,7,0.0,A,7,50,A,7,956,A,7,290,A,7,3.6,A,7,11200,A,7,77777,A,7,1.4,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,A,7,0,E,9,9.0,A,7,0.0,A,7,53,A,7,956,A,7,280,A,7,3.6,A,7,11200,A,7,77777,A,7,1.4,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,A,7,0,E,9,8.0,A,7,-1.0,A,7,52,A,7,955,A,7,310,A,7,2.6,A,7,11200,A,7,77777,A,7,1.4,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.0,A,7,0.0,A,7,57,A,7,955,A,7,270,A,7,4.6,A,7,11200,A,7,77777,A,7,1.3,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.0,A,7,-1.0,A,7,52,A,7,955,A,7,290,A,7,3.6,A,7,11200,A,7,77777,A,7,1.3,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,06:00,0,35,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,0,E,9,0,E,9,8.0,A,7,0.0,A,7,57,A,7,955,A,7,300,A,7,4.6,A,7,11200,A,7,77777,A,7,1.3,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,07:00,145,1384,57,2,8,415,2,15,14,2,8,6100,2,8,28000,2,15,3200,2,8,390,2,19,0,E,9,0,E,9,9.0,A,7,0.0,A,7,53,A,7,956,A,7,280,A,7,5.7,A,7,11200,A,7,77777,A,7,1.2,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,08:00,427,1384,273,2,8,741,2,15,44,2,8,28800,2,8,67000,2,15,8100,2,8,1010,2,19,0,E,9,0,E,9,11.0,A,7,0.0,A,7,47,A,7,957,A,7,310,A,7,3.1,A,7,11200,A,7,77777,A,7,1.2,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,09:00,680,1384,475,2,8,810,2,15,76,2,8,50300,2,8,79600,2,15,11100,2,8,1690,2,19,0,E,9,0,E,9,13.0,A,7,0.0,A,7,41,A,7,957,A,7,350,A,7,2.6,A,7,11200,A,7,77777,A,7,1.2,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,10:00,885,1384,636,2,8,817,2,15,112,2,8,66900,2,8,81800,2,15,14500,2,8,2730,2,19,0,E,9,0,E,9,16.0,A,7,-3.0,A,7,26,A,7,957,A,7,340,A,7,4.1,A,7,11200,A,7,77777,A,7,1.2,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,11:00,1027,1384,769,2,8,910,2,15,93,2,8,80000,2,8,90900,2,15,12300,2,8,2600,2,19,0,E,9,0,E,9,17.0,A,7,-3.0,A,7,25,A,7,957,A,7,360,A,7,5.7,A,7,11200,A,7,77777,A,7,1.2,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,12:00,1097,1384,834,2,8,929,2,15,96,2,8,86500,2,8,93000,2,15,12600,2,8,3010,2,19,0,B,8,0,B,8,18.2,B,8,-3.1,B,8,23,A,7,956,B,8,340,B,8,5.5,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,13:00,1089,1384,878,2,8,990,2,15,96,2,8,91000,2,8,99100,2,15,12800,2,8,2960,2,19,0,E,9,0,E,9,19.0,A,7,-3.0,A,7,22,A,7,955,A,7,310,A,7,5.2,A,7,11200,A,7,77777,A,7,1.2,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,14:00,1005,1384,760,2,8,817,2,15,165,2,8,80900,2,8,83300,2,15,20200,2,8,4920,2,19,4,E,9,4,E,9,20.0,A,7,-3.0,A,7,20,A,7,954,A,7,360,A,7,6.2,A,7,11200,A,7,77777,A,7,1.2,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,15:00,850,1384,627,2,8,844,2,15,107,2,8,65900,2,8,84300,2,15,14000,2,8,2530,2,19,4,E,9,4,E,9,21.0,A,7,-2.0,A,7,21,A,7,955,A,7,340,A,7,6.7,A,7,11200,A,7,77777,A,7,1.3,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,16:00,635,1384,428,2,8,570,2,15,166,2,8,44800,2,8,56200,2,15,18900,2,8,3410,2,19,3,E,9,3,E,9,21.0,A,7,-1.0,A,7,23,A,7,954,A,7,340,A,7,8.2,A,7,11200,A,7,77777,A,7,1.3,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,17:00,374,1384,271,2,8,537,2,15,125,2,8,27300,2,8,45400,2,15,14900,2,8,2430,2,19,3,E,9,3,E,9,20.0,A,7,-2.0,A,7,22,A,7,954,A,7,330,A,7,7.7,A,7,11200,A,7,77777,A,7,1.3,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,18:00,95,1142,27,2,8,225,2,15,13,2,8,3400,2,8,13600,2,15,2300,2,8,290,2,19,0,A,7,0,E,9,18.0,A,7,-1.0,A,7,27,A,7,954,A,7,320,A,7,4.6,A,7,11200,A,7,77777,A,7,1.3,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,16.0,A,7,-1.0,A,7,31,A,7,954,A,7,310,A,7,5.2,A,7,11200,A,7,77777,A,7,1.3,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,15.0,A,7,0.0,A,7,36,A,7,954,A,7,320,A,7,2.6,A,7,11200,A,7,77777,A,7,1.4,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,14.0,A,7,0.0,A,7,38,A,7,954,A,7,240,A,7,2.6,A,7,11200,A,7,77777,A,7,1.4,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,15.0,A,7,0.0,A,7,36,A,7,954,A,7,340,A,7,2.6,A,7,11200,A,7,77777,A,7,1.4,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,15.0,A,7,0.0,A,7,36,A,7,954,A,7,0,A,7,0.0,A,7,11200,A,7,77777,A,7,1.4,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/13/2001,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,14.0,A,7,1.0,A,7,41,A,7,953,A,7,300,A,7,2.6,A,7,11200,A,7,77777,A,7,1.3,E,8,0.056,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,B,8,0,B,8,13.6,B,8,0.4,B,8,40,A,7,953,B,8,310,B,8,4.1,B,8,-9900,?,0,77777,B,8,1.3,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,A,7,0,E,9,14.0,A,7,0.0,A,7,38,A,7,953,A,7,320,A,7,5.7,A,7,11200,A,7,77777,A,7,1.3,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,A,7,0,E,9,13.0,A,7,-1.0,A,7,38,A,7,953,A,7,320,A,7,5.2,A,7,11200,A,7,77777,A,7,1.2,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,12.0,A,7,0.0,A,7,44,A,7,953,A,7,0,A,7,0.0,A,7,11200,A,7,77777,A,7,1.2,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,11.0,A,7,-1.0,A,7,43,A,7,953,A,7,330,A,7,2.6,A,7,11200,A,7,77777,A,7,1.2,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,06:00,0,58,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,0,E,9,0,E,9,12.0,A,7,-2.0,A,7,37,A,7,954,A,7,290,A,7,5.2,A,7,11200,A,7,77777,A,7,1.1,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,07:00,151,1383,62,2,8,370,2,15,21,2,8,6300,2,8,23800,2,15,3700,2,8,420,2,19,0,E,9,0,E,9,13.0,A,7,-2.0,A,7,35,A,7,954,A,7,300,A,7,4.1,A,7,11200,A,7,77777,A,7,1.1,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,08:00,433,1383,274,2,8,716,2,15,50,2,8,28800,2,8,65000,2,15,8400,2,8,1050,2,19,0,E,9,0,E,9,14.0,A,7,-1.0,A,7,35,A,7,955,A,7,300,A,7,4.1,A,7,11200,A,7,77777,A,7,1.1,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,09:00,686,1383,501,2,8,897,2,15,55,2,8,52800,2,8,87400,2,15,9300,2,8,1400,2,19,0,E,9,0,E,9,17.0,A,7,-2.0,A,7,27,A,7,956,A,7,10,A,7,2.1,A,7,11200,A,7,77777,A,7,1.0,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,10:00,891,1383,659,2,8,917,2,15,66,2,8,69100,2,8,91200,2,15,10200,2,8,1830,2,19,0,E,9,0,E,9,19.0,A,7,-1.0,A,7,26,A,7,956,A,7,20,A,7,2.1,A,7,11200,A,7,77777,A,7,1.0,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,11:00,1032,1383,764,2,8,892,2,15,96,2,8,79300,2,8,89100,2,15,12500,2,8,2660,2,19,0,E,9,0,E,9,22.0,A,7,-2.0,A,7,20,A,7,956,A,7,320,A,7,5.2,A,7,11200,A,7,77777,A,7,1.0,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,12:00,1102,1383,829,2,8,869,2,15,134,2,8,88100,2,8,87900,2,15,17900,2,8,4560,2,19,0,E,9,0,E,9,23.0,A,7,-4.0,A,7,16,A,7,956,A,7,310,A,7,4.1,A,7,11200,A,7,77777,A,7,1.0,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,13:00,1094,1383,816,2,8,803,2,15,179,2,8,87200,2,8,82200,2,15,22000,2,8,6300,2,19,0,A,7,0,E,9,24.0,A,7,-3.0,A,7,16,A,7,955,A,7,60,A,7,4.6,A,7,11200,A,7,77777,A,7,1.1,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,14:00,1010,1383,740,2,8,775,2,15,173,2,8,78600,2,8,78900,2,15,20800,2,8,5180,2,19,0,E,9,0,E,9,24.0,A,7,-4.0,A,7,15,A,7,954,A,7,120,A,7,2.6,A,7,11200,A,7,77777,A,7,1.1,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,15:00,854,1383,619,2,8,819,2,15,112,2,8,64800,2,8,81700,2,15,14300,2,8,2620,2,19,0,E,9,0,E,9,24.0,A,7,-6.0,A,7,12,A,7,954,A,7,70,A,7,1.5,A,7,11200,A,7,77777,A,7,1.1,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,16:00,639,1383,475,2,8,809,2,15,101,2,8,50000,2,8,79100,2,15,13400,2,8,2100,2,19,0,E,9,0,E,9,24.0,A,7,-5.0,A,7,13,A,7,954,A,7,280,A,7,2.1,A,7,11200,A,7,77777,A,7,1.1,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,17:00,378,1383,280,2,8,702,2,15,88,2,8,28400,2,8,59100,2,15,12100,2,8,1540,2,19,0,E,9,0,E,9,24.0,A,7,-5.0,A,7,13,A,7,954,A,7,320,A,7,1.5,A,7,11200,A,7,77777,A,7,1.1,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,18:00,98,1164,30,2,8,302,2,15,9,2,8,3900,2,8,19500,2,15,2100,2,8,290,2,19,0,E,9,0,E,9,22.0,A,7,-4.0,A,7,17,A,7,954,A,7,350,A,7,2.1,A,7,11200,A,7,77777,A,7,1.2,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,19.0,A,7,-3.0,A,7,22,A,7,954,A,7,280,A,7,3.1,A,7,11200,A,7,77777,A,7,1.2,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,17.0,A,7,-4.0,A,7,23,A,7,954,A,7,280,A,7,5.2,A,7,11200,A,7,77777,A,7,1.2,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,B,8,0,B,8,17.1,B,8,-1.8,B,8,27,A,7,954,B,8,290,B,8,6.2,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,17.0,A,7,0.0,A,7,32,A,7,954,A,7,300,A,7,7.2,A,7,11200,A,7,77777,A,7,1.2,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,B,8,0,B,8,15.5,B,8,-0.2,B,8,34,A,7,954,B,8,290,B,8,6.3,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/14/2001,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,B,8,0,B,8,14.7,B,8,-0.6,B,8,35,A,7,954,B,8,290,B,8,5.5,B,8,-9900,?,0,77777,B,8,1.2,E,8,0.057,F,8,0.170,F,8,-9900,-9900,?,0
03/15/2001,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,A,7,0,E,9,13.0,A,7,-1.0,A,7,38,A,7,953,A,7,280,A,7,4.6,A,7,11200,A,7,77777,A,7,1.2,E,8,0.058,F,8,0.170,F,8,-9900,-9900,?,0
03/15/2001,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,A,7,0,E,9,13.0,A,7,-1.0,A,7,38,A,7,953,A,7,280,A,7,2.6,A,7,11200,A,7,77777,A,7,1.2,E,8,0.058,F,8,0.170,F,8,-9900,-9900,?,0
03/15/2001,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,A,7,0,E,9,12.0,A,7,-1.0,A,7,40,A,7,953,A,7,320,A,7,4.1,A,7,11200,A,7,77777,A,7,1.2,E,8,0.058,F,8,0.170,F,8,-9900,-9900,?,0
03/15/2001,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,11.0,A,7,-1.0,A,7,43,A,7,953,A,7,310,A,7,4.6,A,7,11200,A,7,77777,A,7,1.2,E,8,0.058,F,8,0.170,F,8,-9900,-9900,?,0
